,accuracy,latitude,longitude,date,main_activity,month,day,time,hour,weekday_weekend,morning_afternoon,total_time
0,13,41.5502409,2.1152073,2019-05-15 05:39:28,IN_VEHICLE,5,15,0 days 05:39:28.000000000,5,weekday,am,17.0
1,3,41.5115027,2.1025351,2019-05-15 05:56:51,IN_VEHICLE,5,15,0 days 05:56:51.000000000,5,weekday,am,3.0
2,3,41.500047,2.1458847,2019-05-15 06:00:09,IN_VEHICLE,5,15,0 days 06:00:09.000000000,6,weekday,am,40.0
3,200,41.3972607,2.1854036,2019-05-15 06:40:26,IN_VEHICLE,5,15,0 days 06:40:26.000000000,6,weekday,am,0.0
4,14,41.3906738,2.166036,2019-05-15 13:21:39,IN_VEHICLE,5,15,0 days 13:21:39.000000000,13,weekday,pm,11.0
5,13,41.3922464,2.1677053,2019-05-15 13:33:19,IN_VEHICLE,5,15,0 days 13:33:19.000000000,13,weekday,pm,0.0
6,400,41.3975736,2.1854036,2019-05-15 16:01:45,IN_VEHICLE,5,15,0 days 16:01:45.000000000,16,weekday,pm,51.0
7,3,41.5299077,2.1011574,2019-05-15 16:53:10,IN_VEHICLE,5,15,0 days 16:53:10.000000000,16,weekday,pm,7.0
8,60,41.5286788,2.1036551,2019-05-15 17:00:12,IN_VEHICLE,5,15,0 days 17:00:12.000000000,17,weekday,pm,15.0
9,14,41.5522125,2.114321,2019-05-15 17:15:36,IN_VEHICLE,5,15,0 days 17:15:36.000000000,17,weekday,pm,0.0
10,3,41.5501682,2.1155189,2019-05-16 05:40:54,IN_VEHICLE,5,16,0 days 05:40:54.000000000,5,weekday,am,16.0
11,3,41.512982,2.1010079,2019-05-16 05:57:35,IN_VEHICLE,5,16,0 days 05:57:35.000000000,5,weekday,am,3.0
12,3,41.4988502,2.1468565,2019-05-16 06:01:22,IN_VEHICLE,5,16,0 days 06:01:22.000000000,6,weekday,am,37.0
13,5,41.4005892,2.186087,2019-05-16 06:38:40,IN_VEHICLE,5,16,0 days 06:38:40.000000000,6,weekday,am,0.0
14,16,41.4010587,2.1839745,2019-05-16 11:34:57,IN_VEHICLE,5,16,0 days 11:34:57.000000000,11,weekday,pm,18.0
15,55,41.5113035,2.1057445,2019-05-16 11:53:16,IN_VEHICLE,5,16,0 days 11:53:16.000000000,11,weekday,pm,19.0
16,52,41.5126262,2.1053656,2019-05-16 12:12:39,IN_VEHICLE,5,16,0 days 12:12:39.000000000,12,weekday,pm,14.0
17,15,41.5495227,2.1144048,2019-05-16 12:27:02,IN_VEHICLE,5,16,0 days 12:27:02.000000000,12,weekday,pm,0.0
18,7,41.5502527,2.1154177,2019-05-17 05:39:55,IN_VEHICLE,5,17,0 days 05:39:55.000000000,5,weekday,am,18.0
19,3,41.4714442,2.1642417,2019-05-17 05:58:22,IN_VEHICLE,5,17,0 days 05:58:22.000000000,5,weekday,am,2.0
20,4,41.455521,2.1884082,2019-05-17 06:00:22,IN_VEHICLE,5,17,0 days 06:00:22.000000000,6,weekday,am,42.0
21,6,41.3986345,2.1865929,2019-05-17 06:43:10,IN_VEHICLE,5,17,0 days 06:43:10.000000000,6,weekday,am,0.0
22,32,41.4014514,2.1848936,2019-05-17 16:35:35,IN_VEHICLE,5,17,0 days 16:35:35.000000000,16,weekday,pm,20.0
23,1000,41.5220543,2.0970159,2019-05-17 16:55:55,IN_VEHICLE,5,17,0 days 16:55:55.000000000,16,weekday,pm,0.0
24,14,41.5502584,2.1153889,2019-05-20 05:38:41,IN_VEHICLE,5,20,0 days 05:38:41.000000000,5,weekday,am,20.0
25,316,41.4775196,2.1643244,2019-05-20 05:58:48,IN_VEHICLE,5,20,0 days 05:58:48.000000000,5,weekday,am,1.0
26,77,41.4685416,2.168191,2019-05-20 06:00:32,IN_VEHICLE,5,20,0 days 06:00:32.000000000,6,weekday,am,53.0
27,500,41.3956902,2.1857108,2019-05-20 06:53:41,IN_VEHICLE,5,20,0 days 06:53:41.000000000,6,weekday,am,0.0
28,500,41.3966581,2.1841748,2019-05-20 16:08:04,IN_VEHICLE,5,20,0 days 16:08:04.000000000,16,weekday,pm,49.0
29,500,41.3776362,2.1804886,2019-05-20 16:57:55,IN_VEHICLE,5,20,0 days 16:57:55.000000000,16,weekday,pm,0.0
30,16,41.3812667,2.1832924,2019-05-20 18:06:55,IN_VEHICLE,5,20,0 days 18:06:55.000000000,18,weekday,pm,26.0
31,14,41.5353321,2.1048847,2019-05-20 18:33:29,IN_VEHICLE,5,20,0 days 18:33:29.000000000,18,weekday,pm,0.0
32,33,41.5460622,2.1163515,2019-05-21 05:35:45,IN_VEHICLE,5,21,0 days 05:35:45.000000000,5,weekday,am,22.0
33,135,41.4484715,2.1998238,2019-05-21 05:58:06,IN_VEHICLE,5,21,0 days 05:58:06.000000000,5,weekday,am,2.0
34,100,41.4343199,2.2125998,2019-05-21 06:00:09,IN_VEHICLE,5,21,0 days 06:00:09.000000000,6,weekday,am,23.0
35,500,41.3988601,2.1835604,2019-05-21 06:23:26,IN_VEHICLE,5,21,0 days 06:23:26.000000000,6,weekday,am,0.0
36,14,41.4080956,2.1739997,2019-05-21 14:07:46,IN_VEHICLE,5,21,0 days 14:07:46.000000000,14,weekday,pm,6.0
37,500,41.4097875,2.1682035,2019-05-21 14:14:13,IN_VEHICLE,5,21,0 days 14:14:13.000000000,14,weekday,pm,0.0
38,15,41.4088929,2.1681162,2019-05-21 18:01:22,IN_VEHICLE,5,21,0 days 18:01:22.000000000,18,weekday,pm,53.0
39,14,41.543184,2.1171081,2019-05-21 18:55:03,IN_VEHICLE,5,21,0 days 18:55:03.000000000,18,weekday,pm,0.0
40,122,41.5478821,2.1158369,2019-05-22 05:33:28,IN_VEHICLE,5,22,0 days 05:33:28.000000000,5,weekday,am,26.0
41,16,41.4186333,2.2077159,2019-05-22 05:59:51,IN_VEHICLE,5,22,0 days 05:59:51.000000000,5,weekday,am,2.0
42,17,41.417433,2.2062319,2019-05-22 06:01:53,IN_VEHICLE,5,22,0 days 06:01:53.000000000,6,weekday,am,20.0
43,15,41.4002867,2.1824547,2019-05-22 06:22:47,IN_VEHICLE,5,22,0 days 06:22:47.000000000,6,weekday,am,0.0
44,14,41.4001273,2.1843139,2019-05-22 16:26:29,IN_VEHICLE,5,22,0 days 16:26:29.000000000,16,weekday,pm,30.0
45,1683,41.4854106,2.1619555,2019-05-22 16:57:06,IN_VEHICLE,5,22,0 days 16:57:06.000000000,16,weekday,pm,4.0
46,1000,41.5166401,2.1028417,2019-05-22 17:01:14,IN_VEHICLE,5,22,0 days 17:01:14.000000000,17,weekday,pm,14.0
47,14,41.5499369,2.1156091,2019-05-22 17:15:39,IN_VEHICLE,5,22,0 days 17:15:39.000000000,17,weekday,pm,0.0
48,16,41.5424071,2.1170627,2019-05-23 05:35:21,IN_VEHICLE,5,23,0 days 05:35:21.000000000,5,weekday,am,23.0
49,32,41.5018644,2.1110401,2019-05-23 05:58:52,IN_VEHICLE,5,23,0 days 05:58:52.000000000,5,weekday,am,2.0
50,17,41.4957183,2.1239762,2019-05-23 06:00:55,IN_VEHICLE,5,23,0 days 06:00:55.000000000,6,weekday,am,58.0
51,13,41.4023282,2.1837635,2019-05-23 06:59:35,IN_VEHICLE,5,23,0 days 06:59:35.000000000,6,weekday,am,2.0
52,16,41.4017532,2.1845335,2019-05-23 07:01:37,IN_VEHICLE,5,23,0 days 07:01:37.000000000,7,weekday,am,8.0
53,699,41.3991033,2.1872469,2019-05-23 07:10:29,IN_VEHICLE,5,23,0 days 07:10:29.000000000,7,weekday,am,0.0
54,13,41.3870471,2.1638017,2019-05-23 17:26:13,IN_VEHICLE,5,23,0 days 17:26:13.000000000,17,weekday,pm,17.0
55,15,41.3857583,2.1670398,2019-05-23 17:43:37,IN_VEHICLE,5,23,0 days 17:43:37.000000000,17,weekday,pm,28.0
56,500,41.3966581,2.1841748,2019-05-23 18:12:28,IN_VEHICLE,5,23,0 days 18:12:28.000000000,18,weekday,pm,28.0
57,16,41.5433784,2.1171573,2019-05-23 18:41:16,IN_VEHICLE,5,23,0 days 18:41:16.000000000,18,weekday,pm,0.0
58,24,41.5464667,2.1164247,2019-05-24 05:35:54,IN_VEHICLE,5,24,0 days 05:35:54.000000000,5,weekday,am,22.0
59,800,41.4524625,2.1936989,2019-05-24 05:58:22,IN_VEHICLE,5,24,0 days 05:58:22.000000000,5,weekday,am,2.0
60,800,41.4403479,2.2059909,2019-05-24 06:00:24,IN_VEHICLE,5,24,0 days 06:00:24.000000000,6,weekday,am,49.0
61,7,41.401448,2.1706911,2019-05-24 06:49:35,IN_VEHICLE,5,24,0 days 06:49:35.000000000,6,weekday,am,0.0
62,500,41.3966581,2.1841748,2019-05-24 15:06:07,IN_VEHICLE,5,24,0 days 15:06:07.000000000,15,weekday,pm,34.0
63,35,41.4426306,2.1998016,2019-05-24 15:40:52,IN_VEHICLE,5,24,0 days 15:40:52.000000000,15,weekday,pm,0.0
64,15,41.4386939,2.1959985,2019-05-24 18:00:28,IN_VEHICLE,5,24,0 days 18:00:28.000000000,18,weekday,pm,38.0
65,16,41.5504632,2.115309,2019-05-24 18:39:19,IN_VEHICLE,5,24,0 days 18:39:19.000000000,18,weekday,pm,0.0
66,3,41.5503169,2.1152805,2019-05-27 05:32:47,IN_VEHICLE,5,27,0 days 05:32:47.000000000,5,weekday,am,26.0
67,14,41.4350911,2.184063,2019-05-27 05:59:02,IN_VEHICLE,5,27,0 days 05:59:02.000000000,5,weekday,am,2.0
68,14,41.4327871,2.183152,2019-05-27 06:01:04,IN_VEHICLE,5,27,0 days 06:01:04.000000000,6,weekday,am,20.0
69,40,41.400755,2.1880318,2019-05-27 06:21:26,IN_VEHICLE,5,27,0 days 06:21:26.000000000,6,weekday,am,0.0
70,500,41.4022206,2.1878613,2019-05-27 15:38:05,IN_VEHICLE,5,27,0 days 15:38:05.000000000,15,weekday,pm,4.0
71,204,41.4041115,2.1880778,2019-05-27 15:42:09,IN_VEHICLE,5,27,0 days 15:42:09.000000000,15,weekday,pm,23.0
72,500,41.4074579,2.1921626,2019-05-27 16:05:14,IN_VEHICLE,5,27,0 days 16:05:14.000000000,16,weekday,pm,52.0
73,14,41.5507023,2.1152203,2019-05-27 16:58:13,IN_VEHICLE,5,27,0 days 16:58:13.000000000,16,weekday,pm,0.0
74,15,41.546316,2.1172332,2019-05-28 05:42:13,IN_VEHICLE,5,28,0 days 05:42:13.000000000,5,weekday,am,16.0
75,2694,41.4976125,2.1477862,2019-05-28 05:58:28,IN_VEHICLE,5,28,0 days 05:58:28.000000000,5,weekday,am,2.0
76,4287,41.4976125,2.1477862,2019-05-28 06:00:31,IN_VEHICLE,5,28,0 days 06:00:31.000000000,6,weekday,am,28.0
77,50,41.4018073,2.1846445,2019-05-28 06:28:59,IN_VEHICLE,5,28,0 days 06:28:59.000000000,6,weekday,am,0.0
78,3,41.3998818,2.1846322,2019-05-28 17:03:17,IN_VEHICLE,5,28,0 days 17:03:17.000000000,17,weekday,pm,55.0
79,24,41.5513081,2.1149498,2019-05-28 17:58:26,IN_VEHICLE,5,28,0 days 17:58:26.000000000,17,weekday,pm,0.0
80,25,41.5461714,2.1171745,2019-05-29 05:41:42,IN_VEHICLE,5,29,0 days 05:41:42.000000000,5,weekday,am,16.0
81,50,41.4683452,2.1678631,2019-05-29 05:58:03,IN_VEHICLE,5,29,0 days 05:58:03.000000000,5,weekday,am,2.0
82,34,41.4518766,2.1886841,2019-05-29 06:00:05,IN_VEHICLE,5,29,0 days 06:00:05.000000000,6,weekday,am,42.0
83,14,41.3968157,2.1851051,2019-05-29 06:42:51,IN_VEHICLE,5,29,0 days 06:42:51.000000000,6,weekday,am,0.0
84,600,41.3985356,2.1841748,2019-05-29 11:28:46,IN_VEHICLE,5,29,0 days 11:28:46.000000000,11,weekday,pm,28.0
85,15,41.5432523,2.1172127,2019-05-29 11:57:45,IN_VEHICLE,5,29,0 days 11:57:45.000000000,11,weekday,pm,0.0
86,17,41.5463453,2.117281,2019-05-30 05:47:33,IN_VEHICLE,5,30,0 days 05:47:33.000000000,5,weekday,am,12.0
87,827,41.5116678,2.1023481,2019-05-30 05:59:42,IN_VEHICLE,5,30,0 days 05:59:42.000000000,5,weekday,am,1.0
88,2370,41.5116678,2.1023481,2019-05-30 06:01:41,IN_VEHICLE,5,30,0 days 06:01:41.000000000,6,weekday,am,34.0
89,15,41.4008268,2.190607,2019-05-30 06:36:15,IN_VEHICLE,5,30,0 days 06:36:15.000000000,6,weekday,am,0.0
90,13,41.3963326,2.1750729,2019-05-30 15:01:16,IN_VEHICLE,5,30,0 days 15:01:16.000000000,15,weekday,pm,42.0
91,699,41.4053028,2.1903191,2019-05-30 15:43:37,IN_VEHICLE,5,30,0 days 15:43:37.000000000,15,weekday,pm,44.0
92,43,41.4056976,2.1926754,2019-05-30 16:28:22,IN_VEHICLE,5,30,0 days 16:28:22.000000000,16,weekday,pm,30.0
93,87,41.502673,2.1417455,2019-05-30 16:58:51,IN_VEHICLE,5,30,0 days 16:58:51.000000000,16,weekday,pm,2.0
94,32,41.5074744,2.1102794,2019-05-30 17:00:52,IN_VEHICLE,5,30,0 days 17:00:52.000000000,17,weekday,pm,20.0
95,29,41.5516856,2.1155408,2019-05-30 17:21:26,IN_VEHICLE,5,30,0 days 17:21:26.000000000,17,weekday,pm,0.0
96,26,41.5463781,2.1170375,2019-05-31 05:44:52,IN_VEHICLE,5,31,0 days 05:44:52.000000000,5,weekday,am,15.0
97,1299,41.4862722,2.1574568,2019-05-31 05:59:58,IN_VEHICLE,5,31,0 days 05:59:58.000000000,5,weekday,am,8.0
98,25,41.4352001,2.1838745,2019-05-31 06:08:08,IN_VEHICLE,5,31,0 days 06:08:08.000000000,6,weekday,am,26.0
99,500,41.4000594,2.1863252,2019-05-31 06:34:33,IN_VEHICLE,5,31,0 days 06:34:33.000000000,6,weekday,am,0.0
100,6,41.4000572,2.1843875,2019-05-31 15:08:50,IN_VEHICLE,5,31,0 days 15:08:50.000000000,15,weekday,pm,44.0
101,42,41.5087484,2.1405659,2019-05-31 15:53:13,IN_VEHICLE,5,31,0 days 15:53:13.000000000,15,weekday,pm,58.0
102,14,41.5084801,2.1382973,2019-05-31 16:51:37,IN_VEHICLE,5,31,0 days 16:51:37.000000000,16,weekday,pm,2.0
103,13,41.5085159,2.1382617,2019-05-31 16:53:40,IN_VEHICLE,5,31,0 days 16:53:40.000000000,16,weekday,pm,24.0
104,68,41.5082927,2.1401367,2019-05-31 17:18:11,IN_VEHICLE,5,31,0 days 17:18:11.000000000,17,weekday,pm,20.0
105,17,41.5509065,2.1150903,2019-05-31 17:38:41,IN_VEHICLE,5,31,0 days 17:38:41.000000000,17,weekday,pm,0.0
106,30,41.4920747,2.1473389,2019-06-01 08:13:35,IN_VEHICLE,6,1,0 days 08:13:35.000000000,8,weekend,am,34.0
107,899,41.4393386,2.1768027,2019-06-01 08:48:01,IN_VEHICLE,6,1,0 days 08:48:01.000000000,8,weekend,am,0.0
108,1200,41.4063576,2.1675893,2019-06-01 15:01:19,IN_VEHICLE,6,1,0 days 15:01:19.000000000,15,weekend,pm,47.0
109,759,41.4918228,2.1489608,2019-06-01 15:48:30,IN_VEHICLE,6,1,0 days 15:48:30.000000000,15,weekend,pm,0.0
110,12,41.5502537,2.1157145,2019-06-03 05:38:46,IN_VEHICLE,6,3,0 days 05:38:46.000000000,5,weekday,am,20.0
111,156,41.4944373,2.1628882,2019-06-03 05:59:13,IN_VEHICLE,6,3,0 days 05:59:13.000000000,5,weekday,am,2.0
112,30,41.4633539,2.1784444,2019-06-03 06:01:14,IN_VEHICLE,6,3,0 days 06:01:14.000000000,6,weekday,am,33.0
113,14,41.402091,2.1841545,2019-06-03 06:34:55,IN_VEHICLE,6,3,0 days 06:34:55.000000000,6,weekday,am,0.0
114,14,41.3971829,2.1836151,2019-06-03 15:33:17,IN_VEHICLE,6,3,0 days 15:33:17.000000000,15,weekday,pm,19.0
115,14,41.4053455,2.1911631,2019-06-03 15:52:50,IN_VEHICLE,6,3,0 days 15:52:50.000000000,15,weekday,pm,18.0
116,16,41.4053752,2.1912402,2019-06-03 16:11:36,IN_VEHICLE,6,3,0 days 16:11:36.000000000,16,weekday,pm,47.0
117,14,41.5294113,2.1082921,2019-06-03 16:58:45,IN_VEHICLE,6,3,0 days 16:58:45.000000000,16,weekday,pm,2.0
118,59,41.5325609,2.1065492,2019-06-03 17:00:53,IN_VEHICLE,6,3,0 days 17:00:53.000000000,17,weekday,pm,20.0
119,63,41.5519698,2.114095,2019-06-03 17:21:24,IN_VEHICLE,6,3,0 days 17:21:24.000000000,17,weekday,pm,0.0
120,22,41.5433899,2.1170464,2019-06-04 05:46:21,IN_VEHICLE,6,4,0 days 05:46:21.000000000,5,weekday,am,12.0
121,3,41.4842237,2.1600983,2019-06-04 05:59:20,IN_VEHICLE,6,4,0 days 05:59:20.000000000,5,weekday,am,1.0
122,806,41.4813394,2.160112,2019-06-04 06:00:34,IN_VEHICLE,6,4,0 days 06:00:34.000000000,6,weekday,am,52.0
123,100,41.398031,2.1859762,2019-06-04 06:52:52,IN_VEHICLE,6,4,0 days 06:52:52.000000000,6,weekday,am,0.0
124,555,41.3985303,2.186892,2019-06-04 15:46:14,IN_VEHICLE,6,4,0 days 15:46:14.000000000,15,weekday,pm,13.0
125,30,41.404213,2.1900773,2019-06-04 15:59:53,IN_VEHICLE,6,4,0 days 15:59:53.000000000,15,weekday,pm,2.0
126,14,41.4043008,2.1901414,2019-06-04 16:01:54,IN_VEHICLE,6,4,0 days 16:01:54.000000000,16,weekday,pm,54.0
127,16,41.5508699,2.1150853,2019-06-04 16:56:29,IN_VEHICLE,6,4,0 days 16:56:29.000000000,16,weekday,pm,0.0
128,15,41.550281,2.1152971,2019-06-05 05:45:29,IN_VEHICLE,6,5,0 days 05:45:29.000000000,5,weekday,am,12.0
129,899,41.5226564,2.0982424,2019-06-05 05:58:10,IN_VEHICLE,6,5,0 days 05:58:10.000000000,5,weekday,am,2.0
130,899,41.516367,2.1006953,2019-06-05 06:00:12,IN_VEHICLE,6,5,0 days 06:00:12.000000000,6,weekday,am,58.0
131,100,41.4006497,2.1878438,2019-06-05 06:58:36,IN_VEHICLE,6,5,0 days 06:58:36.000000000,6,weekday,am,0.0
132,13,41.4009433,2.1839842,2019-06-05 16:00:38,IN_VEHICLE,6,5,0 days 16:00:38.000000000,16,weekday,pm,46.0
133,14,41.540079,2.114887,2019-06-05 16:47:02,IN_VEHICLE,6,5,0 days 16:47:02.000000000,16,weekday,pm,0.0
134,14,41.5502913,2.1152984,2019-06-06 05:40:09,IN_VEHICLE,6,6,0 days 05:40:09.000000000,5,weekday,am,19.0
135,17,41.5061672,2.1135236,2019-06-06 05:59:42,IN_VEHICLE,6,6,0 days 05:59:42.000000000,5,weekday,am,1.0
